Entity,Code,Year,"Combined gross enrolment ratio for tertiary education, female","Combined gross enrolment ratio for tertiary education, male","Combined total net enrolment rate, secondary, male","Combined total net enrolment rate, secondary, female","Combined total net enrolment rate, primary, female","Combined total net enrolment rate, primary, male"
Canada,CAN,2012,73.58981,54.81435,92.3454,91.93075,,
Canada,CAN,2013,74.91763,56.15423,91.55575,91.36203,,
Canada,CAN,2014,75.26596,56.37053,91.20447,90.68651,,
Canada,CAN,2015,74.48037,55.53108,92.31806,92.51468,,
Canada,CAN,2016,76.38456,56.98357,98.97111,99.69423,,
Canada,CAN,2017,79.29239,59.06871,99.62981,100,,
Canada,CAN,2018,80.57796,60.16537,,,,
Canada,CAN,2019,86.50887,65.41322,,,,
Canada,CAN,2020,90.9768,68.59669,,,,
Canada,CAN,1820,0,0.01,0.5,0.09,36.41,75.53
Canada,CAN,1825,0,0.01,0.64,0.11,39.76,77.89
Canada,CAN,1830,0,0.01,0.8,0.14,43.21,80.02
Canada,CAN,1835,0,0.01,1.01,0.18,46.74,81.95
Canada,CAN,1840,0,0.01,1.28,0.23,50.3,83.66
Canada,CAN,1845,0,0.01,1.61,0.29,53.86,85.16
Canada,CAN,1850,0,0.01,2.02,0.37,57.39,86.47
Canada,CAN,1855,0,0.01,2.53,0.47,60.85,87.32
Canada,CAN,1860,0,0.01,3.15,0.6,64.21,88.07
Canada,CAN,1865,0,0.01,3.96,0.76,67.45,88.83
Canada,CAN,1870,0,0.01,4.34,0.97,70.54,92.79
Canada,CAN,1875,0,0.01,4.26,1.23,73.46,95.36
Canada,CAN,1880,0,0.01,4.26,1.56,76.2,90.87
Canada,CAN,1885,0.08,1.99,3.28,1.98,78.74,95.57
Canada,CAN,1890,0.15,4.52,4.35,2.52,62.3,99.99
Canada,CAN,1895,0.24,6,6.01,3.19,45.85,99.99
Canada,CAN,1900,0.4,7.59,4.95,4.03,42.05,99.99
Canada,CAN,1905,0.64,7.01,4.97,5.08,47.3,99.99
Canada,CAN,1910,1.01,6.68,4.2,6.39,67.09,99.99
Canada,CAN,1915,1.57,6.71,5.64,5.22,67.51,99.99
Canada,CAN,1920,2.4,6.92,2.69,4.05,70.87,99.99
Canada,CAN,1925,3.63,6.27,8.16,11.65,74.22,99.99
Canada,CAN,1930,5.42,5.83,13.57,19.25,77.58,99.99
Canada,CAN,1935,5.03,6.44,16.65,20.74,80.93,99.99
Canada,CAN,1940,4.96,5.95,16.41,22.1,84.29,99.99
Canada,CAN,1945,7.88,11.22,18.42,24.74,87.65,92.33
Canada,CAN,1950,2.38,20.78,20.25,21.41,91,95.03
Canada,CAN,1955,2.51,6.05,26.58,28.52,94.36,98.15
Canada,CAN,1960,12.3,19.62,42.83,39.3,72,73.96
Canada,CAN,1965,20.1,31.86,54.38,45.55,69,69
Canada,CAN,1970,27.9,41.17,58.06,58.06,93,91.04
Canada,CAN,1975,35.3,43.19,80.42,82.17,92.16,89.12
Canada,CAN,1980,38.5,45.62,83.9,80.39,93.18,94.37
Canada,CAN,1985,,,,,94.82993,95.36567
Canada,CAN,1986,,,,,95.23914,95.58761
Canada,CAN,1987,,,,,95.25014,95.70662
Canada,CAN,1988,,,,,95.27682,95.67817
Cape Verde,CPV,2000,2.04807,1.9814,,,,
Cape Verde,CPV,2001,1.74305,1.68176,,,97.414,97.15398
Cape Verde,CPV,2002,4.16798,3.98363,55.19301,59.32541,96.07467,95.76208
Cape Verde,CPV,2003,5.03891,4.42718,54.34976,60.96055,95.40711,95.74895
Cape Verde,CPV,2004,6.57364,5.80617,53.56755,60.67487,94.68033,94.45463
Cape Verde,CPV,2005,7.8808,7.37718,56.28987,64.48282,95.12574,95.50052
Cape Verde,CPV,2006,9.05909,8.05008,56.15032,65.12895,96.10751,96.51002
Cape Verde,CPV,2007,10.81223,8.63913,57.8988,67.19726,95.97881,97.31544
Cape Verde,CPV,2008,13.66965,10.4883,,,95.2566,97.03632
Cape Verde,CPV,2009,17.45392,12.95629,60.33153,70.2714,94.24483,96.61438
Cape Verde,CPV,2010,20.3214,15.79387,,,93.59526,95.33792
Cape Verde,CPV,2011,23.87553,17.64257,,,91.9733,94.44811
Cape Verde,CPV,2012,23.91381,17.36779,64.81515,73.94385,92.5222,94.77562
Cape Verde,CPV,2013,27.2081,18.78535,66.0983,75.29022,92.35761,93.82265
Cape Verde,CPV,2014,28.54298,19.50478,66.40214,75.75436,92.32356,94.06777
Cape Verde,CPV,2015,27.45799,18.77702,67.71739,75.85656,92.51481,93.96392
Cape Verde,CPV,2016,28.9306,19.22659,67.57609,75.69258,91.54659,93.62685
Cape Verde,CPV,2017,29.34471,19.61041,67.50024,75.42516,91.9506,93.75906
Cape Verde,CPV,2018,28.34652,19.04477,66.42105,74.47218,92.55145,94.27525
Cape Verde,CPV,1987,,,9.99632,9.14158,97.23594,96.93399
Cape Verde,CPV,1994,,,23.59279,24.65736,,
Cape Verde,CPV,1985,,,,,93.88383,95.24736
Cape Verde,CPV,1986,,,,,95.42331,96.32556
Cayman Islands,CYM,2006,28.9793,11.58273,,,,
Cayman Islands,CYM,2007,29.77566,12.7285,,,,
Cayman Islands,CYM,2008,40.30809,18.0203,,,,
Central African Republic,CAF,1986,0.24588,2.07002,,,50.49967,76.68855
Central African Republic,CAF,1988,0.31052,2.03614,,,39.87899,61.1162
Central African Republic,CAF,1990,0.4619,2.41459,,,47.60661,71.49697
Central African Republic,CAF,1991,0.40808,2.69386,,,44.41109,65.12968
Central African Republic,CAF,1992,0.41949,2.45901,,,,
Central African Republic,CAF,1999,0.62119,3.29113,,,,
Central African Republic,CAF,2000,0.61852,3.23465,,,,
Central African Republic,CAF,2006,0.51262,1.77212,,,40.33468,55.05713
Central African Republic,CAF,2008,1.23658,3.45019,,,54.94259,72.96991
Central African Republic,CAF,2009,1.54665,3.52578,13.13617,7.78226,54.89439,73.10579
Central African Republic,CAF,2010,1.3082,4.03776,,,57.04558,74.80236
Central African Republic,CAF,2012,1.60102,4.36418,17.79438,9.43066,58.95938,73.58041
Central African Republic,CAF,2011,,,17.68253,9.95953,55.69895,71.89583
Central African Republic,CAF,2017,,,15.72045,9.70857,,
Central African Republic,CAF,1987,,,,,41.33507,64.39558
Central African Republic,CAF,1989,,,,,40.29103,60.69645
Central African Republic,CAF,2005,,,,,40.3517,54.6288
Central African Republic,CAF,2007,,,,,46.82997,64.26393
Chad,TCD,1985,0.06708,0.72052,,,,
Chad,TCD,1996,0.14716,0.97648,,,,
Chad,TCD,1997,0.17541,1.01814,,,30.68962,54.45845
Chad,TCD,1998,0.201,1.25135,9.30436,2.88696,35.36749,59.98727
Chad,TCD,2000,0.24916,1.40298,10.98148,3.47346,40.58358,61.92008
Chad,TCD,2001,0.24777,1.39413,12.51392,4.24727,42.34389,62.56325
Chad,TCD,2003,0.18889,1.65001,15.73714,5.24391,47.18737,67.53175
Chad,TCD,2004,0.30307,2.10322,,,,
Chad,TCD,2005,0.17145,2.66134,,,,
Chad,TCD,2008,0.49634,3.37849,,,,
Chad,TCD,2009,0.59154,3.41513,,,,
Chad,TCD,2010,0.62069,3.56014,,,,
Chad,TCD,2011,0.8509,3.56856,,,53.49643,69.79032
Chad,TCD,2014,1.12839,5.72424,,,,
Chad,TCD,2015,1.45916,5.03183,24.85191,11.97697,69.14669,89.00681
Chad,TCD,1999,,,10.74692,3.20392,38.13813,61.06631
Chad,TCD,2002,,,14.06762,5.06256,45.26936,66.40947
Chad,TCD,2016,,,25.37613,12.28557,64.07191,82.19736
Chad,TCD,1988,,,,,20.65163,45.86107
Chad,TCD,2013,,,,,67.37677,88.764
Chile,CHL,1985,13.89367,18.06098,,,,
Chile,CHL,1986,15.24521,19.3462,,,,
Chile,CHL,1987,16.136,20.0465,,,,
Chile,CHL,1993,24.00474,28.33228,,,,
Chile,CHL,1994,24.86442,28.95066,,,,
Chile,CHL,1995,25.31659,29.51451,,,,
Chile,CHL,1996,26.83865,31.53129,,,,
Chile,CHL,1997,28.03912,32.1349,,,,
Chile,CHL,1998,29.84909,34.1165,,,,
Chile,CHL,1999,33.74387,36.95147,,,,
Chile,CHL,2000,33.81147,36.90062,,,,
Chile,CHL,2002,38.91332,41.80255,,,,
Chile,CHL,2003,42.19605,44.70679,,,,
Chile,CHL,2004,42.79312,45.03428,,,,
Chile,CHL,2005,48.26503,50.43982,,,,
Chile,CHL,2006,48.15148,48.31537,,,,
Chile,CHL,2007,54.16067,53.75879,85.27776,88.09875,95.01734,95.75262
Chile,CHL,2008,57.53768,55.94932,84.26815,87.15343,95.49457,96.29614
Chile,CHL,2009,62.75647,59.12312,81.99274,85.16528,94.15455,94.36898
Chile,CHL,2010,70.32853,65.47506,83.2031,86.45824,95.50473,95.41133
Chile,CHL,2011,75.75654,68.90478,83.59496,86.95864,94.74961,94.8486
Chile,CHL,2012,80.23166,71.76283,82.76062,86.40397,94.48551,94.53681
Chile,CHL,2013,84.24253,75.80151,86.45996,89.20266,93.69801,93.61192
Chile,CHL,2014,87.45525,78.37948,87.22295,89.90777,93.44061,93.40378
Chile,CHL,2015,89.94314,80.73681,87.65744,90.32174,93.45642,93.41388
Chile,CHL,2016,92.58558,81.96105,87.64769,90.33011,94.05549,93.95982
Chile,CHL,2017,94.66281,82.46128,87.45981,89.88541,94.76194,94.72014
Chile,CHL,2018,97.89286,84.11824,,,,
Chile,CHL,2019,100.35812,86.06812,,,,
Chile,CHL,2020,99.47923,84.0987,,,,
Chile,CHL,1820,0,0.02,0.07,0,1.24,4.22
Chile,CHL,1825,0,0.03,0.09,0,1.55,5.22
Chile,CHL,1830,0,0.03,0.11,0,1.94,6.45
Chile,CHL,1835,0,0.04,0.14,0,2.42,7.95
Chile,CHL,1840,0,0.05,0.18,0,3.01,9.78
Chile,CHL,1845,0,0.07,0.23,0,3.74,11.98
Chile,CHL,1850,0.01,0.08,0.3,0,4.65,14.62
Chile,CHL,1855,0.01,0.11,0.38,0,5.55,16.54
Chile,CHL,1860,0.01,0.13,0.48,0,8.8,19.28
Chile,CHL,1865,0.01,0.17,0.62,0.01,12.13,21.16
Chile,CHL,1870,0.01,0.21,0.79,0.01,13.5,20.22
Chile,CHL,1875,0.02,0.27,1,0.01,14.86,19.29
Chile,CHL,1880,0.02,0.34,1.27,0.01,16.23,18.37
Chile,CHL,1885,0.03,0.43,1.65,0.02,17.6,13.78
Chile,CHL,1890,0.04,0.52,1.7,0.02,21.06,33.17
Chile,CHL,1895,0.04,0.48,3.05,0.03,26.49,35.54
Chile,CHL,1900,0.06,0.43,2.76,0.04,36.14,32.25
Chile,CHL,1905,0.07,0.65,4.02,0.05,45.79,40.57
Chile,CHL,1910,0.09,0.78,9.55,0.07,48.16,75.91
Chile,CHL,1915,0.12,1.41,11.6,0.09,53.77,77.32
Chile,CHL,1920,0.15,1.47,12.97,0.11,59.37,64.48
Chile,CHL,1925,0.19,1.69,14.38,0.15,64.97,88.5
Chile,CHL,1930,0.24,1.18,0.09,0.2,70.57,89.67
Chile,CHL,1935,0.3,1.25,6.75,6.42,76.17,65.39
Chile,CHL,1940,0.38,1.17,7.01,7.69,81.78,69.86
Chile,CHL,1945,0.48,1.13,9.71,9.4,87.38,61.78
Chile,CHL,1950,0.61,1.44,8.83,8.82,92.98,98.92
Chile,CHL,1955,1.47,2.74,11.69,12.62,100,99.99
Chile,CHL,1960,3.08,5.32,18.38,17.31,84.67,99.99
Chile,CHL,1965,4.48,7.31,26.32,24.23,93.71,99.99
Chile,CHL,1970,7.2,11.58,28.92,29.08,88.78,97.15
Chile,CHL,1975,15,16.19,30.04,36,97,95.02
Chile,CHL,1980,11.3,15.08,35.93,41.79,97.85,98.3
China,CHN,1994,2.47345,4.68749,,,90.89306,95.18826
China,CHN,2003,13.94749,16.87404,,,,
China,CHN,2004,16.58445,18.73577,,,,
China,CHN,2005,18.08854,20.02829,,,,
China,CHN,2006,19.62175,20.78171,,,,
China,CHN,2007,20.28364,20.74453,,,,
China,CHN,2008,20.85634,20.52263,,,,
China,CHN,2009,22.87581,22.03863,,,,
China,CHN,2010,24.95607,23.49371,,,,
China,CHN,2011,26.78327,24.59831,,,,
China,CHN,2012,30.26018,27.31908,,,,
China,CHN,2013,34.55895,30.50321,,,,
China,CHN,2014,45.75697,39.43411,,,,
China,CHN,2015,50.17866,42.33761,,,,
China,CHN,2016,52.7417,43.81256,,,,
China,CHN,2017,53.97915,44.71566,,,,
China,CHN,2018,55.88122,45.92842,,,,
China,CHN,2019,59.46992,48.72492,,,,
China,CHN,2020,63.92701,53.57205,,,,
China,CHN,2021,68.99329,58.87367,,,,
China,CHN,1820,0,0.01,0.01,0,0,0.01
China,CHN,1825,0,0.01,0.01,0,0,0.01
China,CHN,1830,0,0.01,0.01,0,0,0.01
China,CHN,1835,0,0.01,0.01,0,0,0.01
China,CHN,1840,0,0.01,0.01,0,0,0.01
China,CHN,1845,0,0.01,0.01,0,0,0.01
China,CHN,1850,0,0.01,0.01,0,0,0.01
China,CHN,1855,0,0.01,0.01,0,0.01,0.02
China,CHN,1860,0,0.01,0.01,0,0.01,0.04
China,CHN,1865,0,0.01,0.01,0,0.02,0.08
China,CHN,1870,0,0.01,0.01,0,0.03,0.13
China,CHN,1875,0,0.01,0.01,0,0.05,0.22
China,CHN,1880,0,0.01,0.01,0,0.08,0.36
China,CHN,1885,0,0.01,0.01,0,0.12,0.58
China,CHN,1890,0,0.01,0.01,0,0.19,0.92
China,CHN,1895,0,0.01,0.02,0,0.3,1.45
China,CHN,1900,0,0.01,0.05,0.01,0.46,2.25
China,CHN,1905,0,0.01,0.11,0.01,0.7,3.47
China,CHN,1910,0,0.01,0.21,0.02,1.07,5.28
China,CHN,1915,0,0.01,0.25,0.02,1.61,7.97
China,CHN,1920,0,0.02,0.41,0.03,2.42,11.85
China,CHN,1925,0,0.04,0.67,0.04,3.6,17.78
China,CHN,1930,0.01,0.04,0.79,0.2,5.32,28.61
China,CHN,1935,0.02,0.08,0.62,0.49,8.38,34.41
China,CHN,1940,0.02,0.1,1.27,0.77,9.36,28.62
China,CHN,1945,0.04,0.3,1.05,1.05,17.09,43.12
China,CHN,1950,0.09,0.21,0.05,7.47,35.08,31.01
China,CHN,1955,0.15,0.43,0.45,13.89,53.06,59.38
China,CHN,1960,0.2,1.08,25.13,15.43,71.04,65.61
China,CHN,1965,0.3,1.22,28.05,18.52,71.04,65.6
China,CHN,1970,0.4,1.41,28.06,18.52,71.04,65.56
China,CHN,1975,0.5,1.64,54.11,37.24,79.82,99.99
China,CHN,1980,0.5,2.03,55.11,36.26,82.22,78.78
China,CHN,1987,,,,,88.86181,96.59585
China,CHN,1989,,,,,92.44208,99.6142
China,CHN,1991,,,,,93.82729,99.64831
China,CHN,1992,,,,,93.15314,98.42773
China,CHN,1993,,,,,92.24111,97.07896
China,CHN,1995,,,,,89.55309,92.94238
China,CHN,1996,,,,,88.67978,91.32285
China,CHN,1997,,,,,88.3706,90.26422
Colombia,COL,1985,11.42548,12.0873,,,,
Colombia,COL,1986,12.16392,12.80581,,,69.05872,67.08471
Colombia,COL,1987,12.76283,13.1804,,,,
Colombia,COL,1988,13.21467,14.14339,,,,
Colombia,COL,1989,14.64624,13.81702,,,,
Colombia,COL,1991,15.54814,15.13858,,,77.01311,67.03827
Colombia,COL,1995,16.75532,16.58257,,,,
Colombia,COL,1996,18.46024,17.35319,,,,
Colombia,COL,1997,22.1274,20.07677,,,,
Colombia,COL,1998,23.46497,23.88034,,,,
Colombia,COL,1999,24.28099,22.31348,,,94.30288,93.19271
Colombia,COL,2000,25.32753,23.65994,,,93.83488,93.95156
Colombia,COL,2001,26.38031,24.32348,,,91.65179,92.38978
Colombia,COL,2002,26.33903,24.53381,,,92.35925,93.3254
Colombia,COL,2004,29.17589,27.11903,,,93.06034,92.4046
Colombia,COL,2005,31.90497,29.50936,60.37654,67.05516,,
Colombia,COL,2006,34.11875,31.31875,64.0798,71.53961,,
Colombia,COL,2007,35.28257,32.2619,66.75963,74.20973,,
Colombia,COL,2008,35.96286,36.18753,68.15368,74.76274,,
Colombia,COL,2009,38.52225,36.5479,71.107,77.28964,92.52637,93.2582
Colombia,COL,2010,41.34383,37.54723,72.45884,78.27416,91.39447,92.29348
Colombia,COL,2011,45.1512,40.98465,74.45407,80.18614,91.45634,92.14975
Colombia,COL,2012,48.16623,42.54465,72.67917,78.77746,89.93366,90.48475
Colombia,COL,2013,52.15952,45.42249,73.36464,79.381,90.09056,90.31029
Colombia,COL,2014,55.21668,47.74614,72.71928,78.5674,90.47222,90.45451
Colombia,COL,2015,57.43417,49.2762,72.78667,78.53982,92.03987,91.8372
Colombia,COL,2016,59.74896,51.3698,73.47255,79.04928,93.16734,92.83325
Colombia,COL,2017,60.83253,52.19238,73.92565,79.31285,93.37977,92.90064
Colombia,COL,2018,59.72434,51.09034,74.88658,80.16872,93.16194,92.68858
Colombia,COL,2019,59.04464,51.05904,,,,
Colombia,COL,2020,58.58776,50.05438,,,,
Colombia,COL,1820,0,0.02,0.02,0,0.89,8.69
Colombia,COL,1825,0,0.02,0.03,0.01,1.11,10.35
Colombia,COL,1830,0,0.03,0.04,0.01,1.38,12.3
Colombia,COL,1835,0,0.04,0.05,0.01,1.71,14.58
Colombia,COL,1840,0,0.05,0.06,0.01,3.32,17.41
Colombia,COL,1845,0,0.06,0.08,0.01,3.15,14.67
Colombia,COL,1850,0,0.07,0.11,0.02,3.31,14.23
Colombia,COL,1855,0,0.09,0.14,0.02,4.83,17.28
Colombia,COL,1860,0,0.12,0.17,0.03,6.35,20.32
Colombia,COL,1865,0,0.14,0.23,0.03,7.87,23.35
Colombia,COL,1870,0,0.18,0.29,0.04,9.39,26.37
Colombia,COL,1875,0,0.23,0.37,0.05,10.91,29.39
Colombia,COL,1880,0,0.28,0.48,0.07,12.69,22.23
Colombia,COL,1885,0,0.36,0.62,0.09,10.8,19.39
Colombia,COL,1890,0,0.45,0.8,0.11,12.33,22.43
Colombia,COL,1895,0,0.56,1.03,0.14,13.86,25.17
Colombia,COL,1900,0,0.53,1.5,0.17,19.65,23.72
Colombia,COL,1905,0,0.5,2.61,0.22,25.44,22.31
Colombia,COL,1910,0,0.45,3.68,0.28,31.23,20.94
Colombia,COL,1915,0.01,0.41,3.94,0.35,37.02,39.31
Colombia,COL,1920,0.01,0.48,1.16,0.44,37.84,40.36
Colombia,COL,1925,0.01,0.54,1.05,0.56,38.66,36.53
Colombia,COL,1930,0.01,0.6,3.32,0.7,39.48,32.76
Colombia,COL,1935,0.01,0.66,2.29,0.88,40.3,38.58
Colombia,COL,1940,0.02,0.63,2.74,1.11,41.12,41.04
Colombia,COL,1945,0.03,0.82,1.82,1.4,41.94,37.29
Colombia,COL,1950,0.16,1.07,3.81,2.92,42.76,43.52
Colombia,COL,1955,0.24,1.16,5.17,4.25,55.23,56.18
Colombia,COL,1960,0.64,2.75,10.98,9,59,59
Colombia,COL,1965,1.32,4.46,14,14,66,62.05
Colombia,COL,1970,2.6,6.78,13.63,21,80.67,58.13
Colombia,COL,1975,5.8,10.17,19.94,34.12,88,63.66
Colombia,COL,1980,9.5,11.68,18.25,42.88,95.33,69.18
Comoros,COM,1990,0.20212,1.16959,,,,
Comoros,COM,1992,0.34621,0.86444,,,,
Comoros,COM,1999,1.18204,1.55792,,,55.92435,65.51274
Comoros,COM,2000,1.23025,1.67453,,,62.13601,72.68438
Comoros,COM,2003,2.70727,3.48445,,,,
Comoros,COM,2009,4.90223,6.86658,,,,
Comoros,COM,2010,4.92626,6.61604,,,,
Comoros,COM,2011,7.03765,8.95091,,,,
Comoros,COM,2012,8.05181,9.30861,,,,
Comoros,COM,2013,8.12646,9.36989,42.92481,45.95748,82.22375,86.94662
Comoros,COM,2014,8.04879,9.91274,42.95199,46.64662,79.21642,82.43283
Comoros,COM,2017,,,41.20381,44.81304,78.93816,80.70587
Comoros,COM,2018,,,49.09022,51.66721,80.68777,80.81761
Comoros,COM,1987,,,,,67.59841,83.49316
Comoros,COM,1994,,,,,62.29609,75.96508
Comoros,COM,2007,,,,,76.25053,81.99902
Congo,COG,1985,1.74598,9.77245,,,,
Congo,COG,1986,1.75333,9.59488,,,,
Congo,COG,1988,2.12681,9.76476,,,,
Congo,COG,1989,1.47284,8.35202,,,,
Congo,COG,1990,1.56776,8.0732,,,,
Congo,COG,1991,1.65767,7.7982,,,,
Congo,COG,1992,1.90054,8.38845,,,,
Congo,COG,1999,1.49904,5.67067,,,,
Congo,COG,2000,2.40778,7.76668,,,,
Congo,COG,2001,1.01179,7.5134,,,,
Congo,COG,2002,1.19139,6.37894,,,,
Congo,COG,2003,2.13855,5.394,,,,
Congo,COG,2009,2.16834,10.33306,,,,
Congo,COG,2011,6.42889,11.01244,,,,
Congo,COG,2012,7.71339,12.28396,,,91.64617,84.16448
Congo,COG,2013,7.9931,10.63824,,,,
Congo,COG,2015,10.061078,14.476565,,,,
Congo,COG,2017,10.1462,15.17202,,,,
Congo,COG,2005,,,,,56.45804,47.24209
Congo,COG,2006,,,,,52.4217,58.10052
Congo,COG,2010,,,,,84.61883,87.85323
Costa Rica,CRI,2004,29.49298,23.92273,,,,
Costa Rica,CRI,2011,51.08759,40.75368,73.23429,77.46791,,
Costa Rica,CRI,2012,53.54599,42.88308,73.72177,77.65121,,
Costa Rica,CRI,2013,54.00439,44.2059,74.77191,79.24222,97.97772,97.71349
Costa Rica,CRI,2014,57.8923,46.79562,76.05685,80.01441,96.96457,97.00935
Costa Rica,CRI,2015,60.28377,46.11328,78.73094,81.99878,97.50467,97.70633
Costa Rica,CRI,2016,59.41439,48.09724,80.9482,84.29661,98.2234,98.14663
Costa Rica,CRI,2017,63.17331,50.15326,79.94401,83.87925,96.29905,96.38346
Costa Rica,CRI,2018,60.86441,49.98328,80.66948,84.30884,,
Costa Rica,CRI,2019,63.61806,51.97708,,,,
Costa Rica,CRI,1820,0,0.01,0.01,0,1.97,2.33
Costa Rica,CRI,1825,0,0.01,0.01,0,2.49,2.93
Costa Rica,CRI,1830,0,0.01,0.01,0,3.64,2.91
Costa Rica,CRI,1835,0,0.01,0.01,0,4.61,3.7
Costa Rica,CRI,1840,0,0.01,0.01,0,5.82,4.69
Costa Rica,CRI,1845,0,0.01,0.01,0,7.33,5.94
Costa Rica,CRI,1850,0,0.01,0.01,0,9.18,7.48
Costa Rica,CRI,1855,0,0.01,0.01,0,11.45,9.39
Costa Rica,CRI,1860,0,0.01,0.01,0,14.2,11.71
Costa Rica,CRI,1865,0,0.01,0.01,0,17.47,14.53
Costa Rica,CRI,1870,0,0.01,0.01,0,21.31,17.76
Costa Rica,CRI,1875,0,0.01,0.01,0,25.74,21.56
Costa Rica,CRI,1880,0,0.01,0.01,0,30.73,25.92
Costa Rica,CRI,1885,0,0.01,0.01,0,36.22,30.86
Costa Rica,CRI,1890,0,0.01,0.11,0,35.82,42.31
Costa Rica,CRI,1895,0,0.01,0.32,0.01,35.42,54.47
Costa Rica,CRI,1900,0,0.01,0.7,0.03,35.02,34.64
Costa Rica,CRI,1905,0,0.01,1.33,0.05,34.62,35.87
Costa Rica,CRI,1910,0,0.01,1.19,0.1,41.39,39.73
Costa Rica,CRI,1915,0,0.01,1.32,0.17,46.53,51.34
Costa Rica,CRI,1920,0,0.01,3.02,0.28,51.67,39.45
Costa Rica,CRI,1925,0,0.01,1.99,0.45,56.81,37
Costa Rica,CRI,1930,0,0.01,1.87,0.73,61.94,48.19
Costa Rica,CRI,1935,0,0.01,1.95,1.15,67.08,56.64
Costa Rica,CRI,1940,0.63,1.33,2.91,1.79,72.22,54.59
Costa Rica,CRI,1945,0.88,1.86,4.62,2.77,77.36,62.69
Costa Rica,CRI,1950,1.24,1.58,4.3,4.22,82.49,54.7
Costa Rica,CRI,1955,1.73,2.34,12.56,12.04,87.63,88.59
Costa Rica,CRI,1960,4.33,5.47,13.02,15,81,81
Costa Rica,CRI,1965,5.12,7.06,13.72,21.24,83.78,94.06
Costa Rica,CRI,1970,9.4,11.77,21.03,23,89,89
Costa Rica,CRI,1975,14,21.3,33.06,37,92,92
Costa Rica,CRI,1980,20,26.41,35.22,43,91,89.04
Costa Rica,CRI,1985,,,33.02196,36.43595,85.54829,85.70444
Costa Rica,CRI,1986,,,34.04693,36.79645,86.63674,86.29591
Costa Rica,CRI,1987,,,35.04111,37.36415,86.72537,86.41773
Costa Rica,CRI,1989,,,35.75564,37.44717,86.90914,86.78821
Costa Rica,CRI,1990,,,36.24948,38.48066,87.01864,86.5887
Costa Rica,CRI,1991,,,36.47211,39.13094,87.64169,86.90466
Cote d'Ivoire,CIV,1987,1.02094,4.31736,,,,
Cote d'Ivoire,CIV,1994,2.03316,6.46857,,,,
Cote d'Ivoire,CIV,1995,2.13516,6.35353,,,,
Cote d'Ivoire,CIV,1997,3.53829,9.5183,,,47.69157,63.69209
Cote d'Ivoire,CIV,1999,3.5403,9.69007,,,48.64547,64.54873
Cote d'Ivoire,CIV,2007,5.99197,12.03166,,,,
Cote d'Ivoire,CIV,2008,5.9827,11.04526,,,,
Cote d'Ivoire,CIV,2009,5.72048,11.01132,,,50.48391,61.20658
Cote d'Ivoire,CIV,2010,5.16145,10.20128,,,,
Cote d'Ivoire,CIV,2011,2.72639,4.12062,,,,
Cote d'Ivoire,CIV,2013,6.2351,10.24247,,,64.17623,69.6514
Cote d'Ivoire,CIV,2014,6.04756,10.60092,35.86283,24.51976,67.64352,77.02424
Cote d'Ivoire,CIV,2015,6.90346,10.70056,,,72.05407,81.39806
Cote d'Ivoire,CIV,2016,7.24935,10.66311,40.38868,28.999,79.03977,87.2792
Cote d'Ivoire,CIV,2017,7.6355,11.06148,43.59474,32.40814,81.9408,89.18092
Cote d'Ivoire,CIV,2019,8.50932,11.40789,,,,
Cote d'Ivoire,CIV,2020,8.71262,11.12261,,,,
Cote d'Ivoire,CIV,1820,0,0.01,0.01,0,0.02,0.02
Cote d'Ivoire,CIV,1825,0,0.01,0.01,0,0.02,0.02
Cote d'Ivoire,CIV,1830,0,0.01,0.01,0,0.03,0.03
Cote d'Ivoire,CIV,1835,0,0.01,0.01,0,0.03,0.03
Cote d'Ivoire,CIV,1840,0,0.01,0.01,0,0.04,0.04
Cote d'Ivoire,CIV,1845,0,0.01,0.01,0,0.06,0.06
Cote d'Ivoire,CIV,1850,0,0.01,0.01,0,0.07,0.07
Cote d'Ivoire,CIV,1855,0,0.01,0.01,0,0.1,0.1
Cote d'Ivoire,CIV,1860,0,0.01,0.01,0,0.12,0.12
Cote d'Ivoire,CIV,1865,0,0.01,0.01,0,0.16,0.16
Cote d'Ivoire,CIV,1870,0,0.01,0.01,0,0.21,0.21
Cote d'Ivoire,CIV,1875,0,0.01,0.01,0,0.27,0.27
Cote d'Ivoire,CIV,1880,0,0.01,0.01,0,0.35,0.35
Cote d'Ivoire,CIV,1885,0,0.01,0.01,0,0.45,0.45
Cote d'Ivoire,CIV,1890,0,0.01,0.01,0,0.58,0.58
Cote d'Ivoire,CIV,1895,0,0.01,0.01,0,0.75,0.75
Cote d'Ivoire,CIV,1900,0,0.01,0.01,0,0.96,0.96
Cote d'Ivoire,CIV,1905,0,0.01,0.01,0,1.24,1.24
Cote d'Ivoire,CIV,1910,0,0.01,0.01,0,1.59,1.61
Cote d'Ivoire,CIV,1915,0,0.01,0.01,0,2.04,2.08
Cote d'Ivoire,CIV,1920,0,0.01,0.01,0,2.61,2.68
Cote d'Ivoire,CIV,1925,0,0.01,0.01,0,3.33,3.45
Cote d'Ivoire,CIV,1930,0,0.01,0.03,0.01,4.25,4.43
Cote d'Ivoire,CIV,1935,0,0.01,0.08,0.02,5.4,5.68
Cote d'Ivoire,CIV,1940,0,0.01,0.15,0.05,6.85,7.26
Cote d'Ivoire,CIV,1945,0,0.01,0.26,0.08,8.64,9.22
